id,road,km,type,name,length,condition,lat,lon,model_type,FLOODCAT,CycloonCat,Total Cargo,Total People,Total Transport,Total Transport Weight,SourceSink Cargo Weight,SourceSink People Weight
1026,N2,131.468,Box Culvert,LEVEL CROSING BOX CULVERT,4.3,A,24.2711294189003,91.3898493161512,bridge,0.0,1.0,,,,,,
1027,N2,131.547,Box Culvert,OLIPUR BOX CULVERT,1.7,A,24.2710992577319,91.3905732520618,bridge,0.0,1.0,,,,,,
1028,N2,131.767,Box Culvert,SHARALDI BOX CULVERT,2.0,A,24.271147972807,91.3925544780701,bridge,0.0,1.0,,,,,,
1029,N2,132.792,PC Girder Bridge,Shutan Bazar Bridge,83.3,A,24.2751897880083,91.401614395099,bridge,4.0,1.0,,,,,,
1030,N2,133.252,Box Culvert,SATANKONADI BRIDGE,2.6,A,24.2773317548387,91.4055143225806,bridge,4.0,1.0,,,,,,
1031,N2,133.439,Box Culvert,SATANKANADI,2.6,A,24.2780997618279,91.4070782357526,bridge,4.0,1.0,,,,,,
1032,N2,133.659,Box Culvert,NURPUR,2.5,A,24.279101528934,91.4088715715736,bridge,4.0,1.0,,,,,,
1033,N2,134.422,Box Culvert,NURPUR CULVERT,2.6,A,24.2814709744868,91.4156858947214,bridge,4.0,1.0,,,,,,
1034,N2,134.957,Box Culvert,N ASHUTPUR,4.2,A,24.2821628568181,91.4208976749999,bridge,4.0,1.0,,,,,,
1035,N2,136.247,Box Culvert,BORCLAR CULVERT,12.5,A,24.2803280718,91.4334974258,bridge,4.0,1.0,,,,,,
1036,N2,137.262,Box Culvert,BORCHAR,2.6,A,24.2775398508474,91.4426206203389,bridge,4.0,1.0,,,,,,
1037,N2,137.784,Box Culvert,TALUGARAR,2.6,A,24.2741830466257,91.4462022466257,bridge,4.0,1.0,,,,,,
1038,N2,138.267,Box Culvert,BISHOROAH BOX CULVERT,2.6,A,24.2708890745341,91.4493102099378,bridge,4.0,1.0,,,,,,
1039,N2,138.769,Box Culvert,BISHOROAD CULVERT,2.1,A,24.2677720459677,91.4528306338709,bridge,4.0,2.0,,,,,,
1040,N2,139.271,Box Culvert,WORLD ROAD CULVERT,2.1,A,24.2664690763527,91.4570746332665,bridge,4.0,2.0,,,,,,
1041,N2,139.773,Box Culvert,BIRMACHAR CULVERT,2.1,A,24.2666905404809,91.4619911426853,bridge,4.0,1.0,,,,,,
1042,N2,140.402,Box Culvert,BIRAM CHAR BOX CULVERT,1.6,A,24.26701275314,91.4681518884058,bridge,4.0,1.0,,,,,,
1043,N2,140.804,Box Culvert,SHAIS TAGONG CULVEERT,1.6,A,24.267181867647,91.4721012037433,bridge,4.0,1.0,,,,,,
1044,N2,141.382,Truss with RCC Slab,Shaistaganj Bridge,217.25,C,24.2682615092063,91.477247111746,bridge,4.0,1.0,,,,,,
1045,N2,142.912,RCC Bridge,Addipasha Bridge,27.0,A,24.2788063459787,91.4859254584218,bridge,4.0,1.0,,,,,,
1046,N2,144.146,Box Culvert,BASHUINA BOX CULVERT,12.6,C,24.2849281019125,91.4960359530054,bridge,4.0,1.0,,,,,,
1047,N2,144.413,Box Culvert,BASHINA BOX CULVERT,2.0,C,24.2862366482014,91.498186313669,bridge,4.0,1.0,,,,,,
1048,N2,145.077,Box Culvert,BAINA BOX CULVERT,2.0,A,24.2894247427046,91.5037113124555,bridge,4.0,1.0,,,,,,
1049,N2,146.094,Box Culvert,JOYPUR BOX CULVERT,1.5,A,24.2957942312101,91.5105355840764,bridge,4.0,1.0,,,,,,
1050,N2,146.376,Box Culvert,MIRPUR BOX CULVERT,17.2,A,24.2980267513513,91.5112349405405,bridge,4.0,1.0,,,,,,
1051,N2,146.673,Box Culvert,MIRPUR BOX CULVERT,1.9,A,24.3005804944444,91.5120214666666,bridge,4.0,1.0,,,,,,
1052,N2,147.167,Box Culvert,RUPSANKAR BOX CULVERT,2.0,A,24.3044037630188,91.5151219766037,bridge,4.0,1.0,,,,,,
1053,N2,147.428,Box Culvert,KHAMAR GOAN BOX CULVERT,1.5,A,24.3060840624309,91.5172712955801,bridge,4.0,1.0,,,,,,
1054,N2,148.175,Box Culvert,CHARGUY BOX CULVEFRT,6.3,A,24.3110669081545,91.5207181905579,bridge,4.0,1.0,,,,,,
1055,N2,148.983,Box Culvert,DOWLOTPUR BOX CULVERT,8.0,A,24.3164647349264,91.5259613753676,bridge,4.0,1.0,,,,,,
1056,N2,149.509,PC Girder Bridge,DOWLOTPUR PC BRIDGE,41.0,A,24.3203282296367,91.5287664185468,bridge,4.0,1.0,,,,,,
1057,N2,150.057,Box Culvert,TOLAMPUR BOX CULVERT,8.0,A,24.3247602855072,91.5311234110144,bridge,4.0,1.0,,,,,,
1058,N2,150.812,Box Culvert,ISLAMPUR,6.4,A,24.3312803529771,91.5331031047328,bridge,4.0,1.0,,,,,,
1059,N2,151.154,Box Culvert,JANJJALIA,1.3,A,24.3341146691275,91.5335158554809,bridge,4.0,1.0,,,,,,
1060,N2,151.287,Box Culvert,JANJJALIA,1.3,A,24.3350321013422,91.5335489120805,bridge,4.0,1.0,,,,,,
1061,N2,151.559,Box Culvert,JANNJALIA,4.2,A,24.336938656338,91.533637784507,bridge,4.0,1.0,,,,,,
1062,N2,151.86,Box Culvert,KABIR PUR,10.6,A,24.3404050044692,91.5342658385474,bridge,4.0,1.0,,,,,,
1063,N2,152.198,Box Culvert,ISLAMABAD,3.0,A,24.3433336647058,91.5348688464705,bridge,4.0,1.0,,,,,,
1064,N2,152.501,Box Culvert,KABIR PUR CULVERT,2.5,A,24.3460083301639,91.535338464918,bridge,4.0,1.0,,,,,,
1065,N2,153.116,PC Girder Bridge,CHALTA BAZAR BRIDGE,59.2,B,24.3513919662011,91.5364728952514,bridge,4.0,1.0,,,,,,
1066,N2,153.38,Box Culvert,CHALTA BOX CULVERT,3.0,A,24.353358471229,91.5378453265363,bridge,4.0,1.0,,,,,,
1067,N2,154.294,Box Culvert,CHALTA BAZAR BOX CULVERT,3.0,A,24.3603485835164,91.541595982967,bridge,4.0,1.0,,,,,,
1068,N2,154.93,PC Girder Bridge,MOKKADI,15.8,A,24.3658315268722,91.5434295729075,bridge,4.0,1.0,,,,,,
1069,N2,155.528,Box Culvert,ADITPUR,19.0,A,24.3706725638513,91.5458229199324,bridge,4.0,1.0,,,,,,
1070,N2,156.065,Box Culvert,MOSHIDOLONG,3.0,A,24.375087492,91.5479881959999,bridge,2.0,1.0,,,,,,
1071,N2,156.615,RCC Girder Bridge,Moglie Bridge,13.7,B,24.3795572061594,91.5502040260869,bridge,2.0,1.0,,,,,,
1072,N2,157.701,Box Culvert,DOVEREL,2.6,A,24.3880408606965,91.5555251338308,bridge,4.0,1.0,,,,,,
1073,N2,158.025,Box Culvert,SHOURATUL,7.9,A,24.3904946851741,91.5572534884577,bridge,4.0,1.0,,,,,,
1074,N2,158.437,Box Culvert,HASANABAD BOX CULVERT,5.2,A,24.3935938551312,91.559311695704,bridge,4.0,1.0,,,,,,
1075,N2,158.639,Box Culvert,HASANABAD,5.4,A,24.3951472785202,91.5603294575179,bridge,4.0,1.0,,,,,,
1076,N2,158.959,Box Culvert,MONDUL KAFON,3.0,A,24.3975406188811,91.5619265475524,bridge,0.0,1.0,,,,,,
1077,N2,159.377,Box Culvert,PUTI JURRI,2.0,A,24.4007885722891,91.5637976106024,bridge,0.0,1.0,,,,,,
1078,N2,159.669,PC Girder Bridge,PUTA JURI PC GIRDER BRIDGE,19.5,A,24.4033296759036,91.5644229831325,bridge,0.0,1.0,,,,,,
1079,N2,159.851,Box Culvert,PUTA JURI BOX CULVERT,1.5,C,24.4049280183673,91.564704447619,bridge,0.0,1.0,,,,,,
1080,N2,160.123,Box Culvert,PUTA JURI SCHOOL,2.6,A,24.4074136345454,91.5649167,bridge,0.0,1.0,,,,,,
1081,N2,160.867,Box Culvert,KAZI MADAM,5.0,A,24.4140835484304,91.5656558636771,bridge,0.0,1.0,,,,,,
1082,N2,160.982,Box Culvert,RASURAT BOX CULVERT 2,6.2,A,24.4151244789237,91.5658325408071,bridge,0.0,1.0,,,,,,
1083,N2,161.178,Box Culvert,RAJSURAT BOX CULVERT,10.6,A,24.4167952587234,91.5661546906383,bridge,0.0,1.0,,,,,,
1084,N2,161.333,Box Culvert,SHUKCHAR,4.0,A,24.4181416810638,91.566530054468,bridge,0.0,1.0,,,,,,
1085,N2,161.492,Box Culvert,SHUKCHAR,2.0,A,24.4195228497872,91.5669151051063,bridge,0.0,1.0,,,,,,
1086,N2,161.748,Box Culvert,SHUKCHAR,3.8,A,24.4217445923566,91.5674789866242,bridge,0.0,1.0,,,,,,
1087,N2,161.948,RCC Girder Bridge,Shuk Ghar Bridge,37.0,A,24.4234977390625,91.5678518695312,bridge,0.0,1.0,,,,,,
1088,N2,162.123,Box Culvert,SUCK CHAR BOX CULVERT,1.5,A,24.4250990697841,91.5681423769784,bridge,0.0,1.0,,,,,,
1089,N2,162.266,Box Culvert,COLTANPUR BOX CULVERT,1.5,A,24.4263984578947,91.5682493,bridge,0.0,1.0,,,,,,
1090,N2,162.479,Box Culvert,COLYANPUR BOX CULVERT,1.5,A,24.4281701972602,91.5680705123287,bridge,0.0,1.0,,,,,,
1091,N2,162.825,Box Culvert,SHAMREPUR BOX CULVERT,5.3,A,24.4313035135384,91.5682721556923,bridge,0.0,1.0,,,,,,
1092,N2,163.37,Box Culvert,BROCHAR BOX CULVERT,6.2,A,24.4361217182481,91.5690115372262,bridge,0.0,1.0,,,,,,
1093,N2,163.415,RCC Girder Bridge,BARO CLAR BRIDGE,14.8,A,24.4365254536496,91.5690434724452,bridge,0.0,1.0,,,,,,
1094,N2,163.759,Box Culvert,BARO CHAR BOX CULVERT,3.0,A,24.4395974278443,91.5693417170658,bridge,0.0,1.0,,,,,,
1095,N2,164.088,RCC Girder Bridge,ROKAM PUR RCC GIDER BRIDGE,19.5,B,24.4424559766773,91.5699314031948,bridge,0.0,1.0,,,,,,
1096,N2,164.225,Box Culvert,ROKAMPUR BOX CULVERT,2.0,A,24.443696154952,91.570235385623,bridge,0.0,1.0,,,,,,
1097,N2,164.39,Box Culvert,RAKONPUR BOX CULVERT,4.3,A,24.445194125,91.5706034625,bridge,0.0,1.0,,,,,,
1098,N2,164.956,Box Culvert,BURIMA BOX CULVERT,4.5,B,24.4501527896551,91.5716560781609,bridge,0.0,1.0,,,,,,
1099,N2,165.008,Box Culvert,BURIMA BOX CULVERT,4.5,A,24.4506177055172,91.5717224827586,bridge,0.0,1.0,,,,,,
1100,N2,165.246,Box Culvert,BARIMA BOX CULVERT,4.5,C,24.4526561768115,91.571991247826,bridge,0.0,1.0,,,,,,
1101,N2,165.414,Box Culvert,VORGOU BOX CULVERT,2.06,A,24.4541419777777,91.5721536333333,bridge,0.0,1.0,,,,,,
1102,N2,165.679,Box Culvert,VORGOU BOX CULVERT,6.12,A,24.45653135,91.5723666335294,bridge,0.0,1.0,,,,,,
1103,N2,165.837,Box Culvert,VORGOU BOX CULVERT,3.5,A,24.4579264018518,91.5724525055555,bridge,0.0,1.0,,,,,,
1104,N2,166.183,Box Culvert,BOROKADI BOX CULVERT,7.4,A,24.4608792840455,91.5743585863247,bridge,0.0,1.0,,,,,,
1105,N2,166.28,Box Culvert,BOROKANSI BOX CULVERT,3.5,A,24.4617237091168,91.5740361649572,bridge,0.0,1.0,,,,,,
1106,N2,166.829,PC Girder Bridge,Paniunda Bridge,51.5,B,24.466550890595,91.5735381040307,bridge,0.0,1.0,,,,,,
1107,N2,167.266,PC Girder Bridge,Paniunda Bridge,21.5,B,24.4704585597122,91.5737849,bridge,0.0,1.0,,,,,,
1108,N2,167.503,Box Culvert,KORAGU BOX CULVERT,6.2,A,24.4725347879245,91.5741577301886,bridge,0.0,1.0,,,,,,
1109,N2,168.035,Box Culvert,KURAGU BOX CULVERT,5.1,A,24.4770775101123,91.575464475,bridge,0.0,1.0,,,,,,
1110,N2,168.311,Box Culvert,KURGGUB BOX CULVERT,2.0,A,24.4794337744444,91.5761610622222,bridge,0.0,1.0,,,,,,
1111,N2,168.546,Box Culvert,SATAIHUL,1.5,A,24.4814468338181,91.5767708221818,bridge,0.0,1.0,,,,,,
1112,N2,168.664,Box Culvert,SATAIHULL,2.6,A,24.4824674932203,91.5770868749999,bridge,0.0,1.0,,,,,,
1113,N2,168.787,Box Culvert,SATAISUL,2.0,A,24.4835534372881,91.5774343499999,bridge,0.0,1.0,,,,,,
1114,N2,168.935,Box Culvert,SATAIHUL BOX CULVERT,1.6,A,24.4848054,91.5778273568,bridge,0.0,1.0,,,,,,
1115,N2,169.015,Box Culvert,SATAIHUL,1.0,A,24.4854467548387,91.5780233379032,bridge,0.0,1.0,,,,,,
1116,N2,169.132,Box Culvert,SATHAIL CULVERT,1.5,A,24.486413515,91.5783062725,bridge,0.0,1.0,,,,,,
1117,N2,169.381,PC Girder Bridge,Sathail Bridge,24.0,B,24.4885601135135,91.5789598972973,bridge,0.0,1.0,,,,,,
1118,N2,169.566,Box Culvert,SATHIHAL B CULVERT,6.5,A,24.4901457801801,91.5795270639639,bridge,0.0,1.0,,,,,,
1119,N2,169.623,Box Culvert,SATHAI HAT CULVERT,2.0,A,24.4906343369369,91.5797018126126,bridge,0.0,1.0,,,,,,
1120,N2,169.686,Box Culvert,SATHAIHAL - 4 CULVERT,2.0,A,24.4911743207207,91.5798949558558,bridge,0.0,1.0,,,,,,
1121,N2,169.762,Box Culvert,SATAIHUL,2.0,A,24.4918345656441,91.5801058527607,bridge,0.0,1.0,,,,,,
1122,N2,169.81,Box Culvert,SATAIHUL BOX CULVERT,2.0,A,24.4922435374233,91.580212188957,bridge,0.0,1.0,,,,,,
1123,N2,169.935,Box Culvert,SATAIHAL BOX CULVERT,2.6,A,24.4932941,91.58044936,bridge,0.0,1.0,,,,,,
1124,N2,170.031,Box Culvert,MARAURA,2.5,A,24.4941079181818,91.5806043467532,bridge,0.0,1.0,,,,,,
1125,N2,170.187,Box Culvert,MURAURA BOX CULVERT,6.3,A,24.4955773499999,91.5809073453125,bridge,0.0,1.0,,,,,,
1126,N2,170.231,Box Culvert,MURAURA CULVERT,2.6,A,24.4959619037735,91.5810160981132,bridge,0.0,1.0,,,,,,
1127,N2,170.282,Box Culvert,MARAURA CULVERT,2.6,A,24.4963312878787,91.5812105848484,bridge,0.0,1.0,,,,,,
1128,N2,170.397,Box Culvert,MURAURA CULVERT,2.6,A,24.497229189051,91.5818527729927,bridge,0.0,1.0,,,,,,
1129,N2,170.68,Box Culvert,DEWPARA CUVERT,2.0,A,24.4992986288135,91.5832250576271,bridge,0.0,1.0,,,,,,
1130,N2,171.066,Box Culvert,DEWPARA CULVERT,7.6,A,24.502660242236,91.5841392236024,bridge,0.0,1.0,,,,,,
1131,N2,171.144,Box Culvert,DEWPARA,2.0,A,24.5033331254658,91.5843007465838,bridge,0.0,1.0,,,,,,
1132,N2,171.278,Box Culvert,DEWPARA BOX CULVERT,2.0,A,24.5044876296943,91.5846028043668,bridge,0.0,1.0,,,,,,
1133,N2,171.414,Box Culvert,GARIPUR,6.3,A,24.5056572195121,91.5849007902439,bridge,0.0,1.0,,,,,,
1134,N2,171.763,Box Culvert,MALAR BATAR,7.5,B,24.5087642787535,91.5851694478753,bridge,0.0,1.0,,,,,,
1135,N2,172.26,Box Culvert,KANDIGOAN,9.6,A,24.5131358463013,91.5854254884931,bridge,2.0,1.0,,,,,,
1136,N2,172.73,Box Culvert,KANDIGOAN,3.0,A,24.5168538676595,91.5873842038297,bridge,2.0,1.0,,,,,,
1137,N2,172.941,RCC Girder Bridge,KANDIGOAN BRIDGE,14.0,C,24.5184747068085,91.5884815834042,bridge,2.0,1.0,,,,,,
1138,N2,173.193,Box Culvert,AUGON BOX CULVERT,4.0,A,24.5206499878787,91.5894264,bridge,2.0,1.0,,,,,,
1139,N2,173.395,Box Culvert,ANGOAN BOX CULVERT,1.0,A,24.5223086648648,91.5898953027027,bridge,2.0,1.0,,,,,,
1140,N2,173.704,Box Culvert,ANGOOM BOX CUL,1.0,A,24.5247145735294,91.5914764,bridge,2.0,1.0,,,,,,
1141,N2,174.007,Box Culvert,DEVPARA BOXCULVERT,2.5,A,24.5267243202572,91.593348681672,bridge,0.0,1.0,,,,,,
1142,N2,174.253,Box Culvert,DEVPARA BAZAR BOX CULVERT,4.3,A,24.5284943,91.5949617545454,bridge,0.0,1.0,,,,,,
1143,N2,174.574,Box Culvert,NORTH VEVPUR,1.8,A,24.5307071086267,91.5965079154929,bridge,0.0,1.0,,,,,,
1144,N2,174.753,Box Culvert,NORT DEVPARA 3 CULVERT,3.2,A,24.532090356338,91.5973920746478,bridge,0.0,1.0,,,,,,
1145,N2,174.889,Box Culvert,NORTH DEVPARA 2 CULVER,1.5,A,24.5331413154929,91.5980638380281,bridge,0.0,1.0,,,,,,
1146,N2,174.989,Box Culvert,NORTH DEVPARA,5.2,A,24.5339027933333,91.5985786733333,bridge,0.0,1.0,,,,,,
1147,N2,175.128,Box Culvert,NOLSUZA 2 CULVERT,2.0,A,24.5349371863636,91.5993538681818,bridge,0.0,1.0,,,,,,
1148,N2,175.347,Box Culvert,NALSUZA,1.5,A,24.5364691756944,91.6008813493055,bridge,0.0,1.0,,,,,,
1149,N2,175.511,Box Culvert,SODORPUR NOTUNBAZAR,1.5,A,24.5375464945205,91.6019300027397,bridge,0.0,1.0,,,,,,
1150,N2,175.724,Box Culvert,DHAKA SHAISTAGANG HALIGAN,1.5,A,24.5389682042168,91.603290539759,bridge,2.0,1.0,,,,,,
1151,N2,175.858,Box Culvert,SHADUGHAT,6.4,A,24.5399200168181,91.6040706245454,bridge,2.0,1.0,,,,,,
1152,N2,176.024,Box Culvert,SHADARGHAT 1,7.0,A,24.5413243013636,91.604426920909,bridge,2.0,1.0,,,,,,
1153,N2,176.411,PC Girder Bridge,KUROR PUR BRIDGE,44.3,C,24.5447663515625,91.60503860625,bridge,2.0,1.0,,,,,,
1154,N2,176.818,PC Girder Bridge,Bizrapar Bridge,140.0,A,24.5483984198555,91.6055338144404,bridge,2.0,1.0,,,,,,
1155,N2,177.43,Box Culvert,VHARDEV CULVERT,1.5,A,24.5538117333333,91.6051327222222,bridge,2.0,1.0,,,,,,
1156,N2,177.689,Box Culvert,DHAKA KHATENPASS BRIDGE,1.5,A,24.5563212867469,91.6042349698795,bridge,2.0,1.0,,,,,,
1157,N2,178.144,Box Culvert,BANAODAB GUPLAR BRIDGE,2.0,A,24.5599036621621,91.603326676167,bridge,2.0,1.0,,,,,,
1158,N2,178.526,PC Girder Bridge,Dhaka Katpass Bridge,22.0,A,24.5632233787234,91.6027597478723,bridge,2.0,1.0,,,,,,
1159,N2,179.044,RCC Girder Bridge,Ratunpur -3 Bridge,14.0,B,24.5692888569444,91.6028545361111,bridge,2.0,1.0,,,,,,
1160,N2,179.631,Box Culvert,RATUM PUR (2,2.0,A,24.5745843558058,91.6013152996533,bridge,2.0,1.0,,,,,,
1161,N2,180.265,RCC Girder Bridge,RUSTOM PUR RCC GIRDER BRIDGE,35.5,A,24.5795099869426,91.5983351140127,bridge,0.0,1.0,,,,,,
1162,N2,180.527,Box Culvert,batapur,3.0,A,24.5816830692307,91.5985958384615,bridge,0.0,1.0,,,,,,
1163,N2,180.762,RCC Girder Bridge,Batapur Bridge,35.0,A,24.5836701316872,91.599277664609,bridge,0.0,1.0,,,,,,
1164,N2,181.082,Box Culvert,anukandi,2.0,A,24.5863819365079,91.6001921190476,bridge,0.0,1.0,,,,,,
1165,N2,181.333,Box Culvert,ANUKANDI,6.03,A,24.5885249897233,91.6009201830039,bridge,0.0,1.0,,,,,,
1166,N2,181.705,Box Culvert,AUSKANDI,2.0,A,24.5914193656387,91.6016046612334,bridge,0.0,1.0,,,,,,
1167,N2,182.073,Box Culvert,AUSKANDI BOX CULVERT,1.5,A,24.5941786179054,91.6034229986486,bridge,0.0,1.0,,,,,,
1168,N2,182.48,Box Culvert,USUAL NAGER,1.5,A,24.5955928681481,91.6068250866666,bridge,2.0,1.0,,,,,,
1169,N2,182.768,Box Culvert,USUF NAGAR,6.2,A,24.5960083458333,91.6095949041666,bridge,2.0,1.0,,,,,,
1170,N2,183.481,PC Girder Bridge,Minazpur Bridge,73.0,A,24.5998860326271,91.6147355582627,bridge,2.0,1.0,,,,,,
1171,N2,183.883,Box Culvert,MIRAZPUR,3.0,A,24.6028647873156,91.6165726634218,bridge,2.0,1.0,,,,,,
1172,N2,184.004,Box Culvert,MIRAZPUR 1,3.0,A,24.6037571176991,91.6174350115044,bridge,2.0,1.0,,,,,,
1173,N2,184.404,Box Culvert,LALALPUR BOX CULVERT,7.2,B,24.6062625912698,91.6203718825396,bridge,2.0,1.0,,,,,,
1174,N2,185.04,Box Culvert,JALALPUR,2.0,A,24.6097583136738,91.6253431018121,bridge,2.0,1.0,,,,,,
1175,N2,185.178,Box Culvert,SYADPUR,7.2,A,24.6104969111111,91.6264180296296,bridge,2.0,1.0,,,,,,
1176,N2,185.396,Box Culvert,SOYECDPUR,4.0,A,24.6115823221198,91.6281579354838,bridge,2.0,1.0,,,,,,
1177,N2,185.981,PC Girder Bridge,Umarpur Bridge,60.4,B,24.6134489603305,91.6333000688705,bridge,2.0,1.0,,,,,,
1178,N2,186.959,RCC Girder Bridge,Chaar Nopul Bridge,15.0,A,24.6129601403448,91.6428255248275,bridge,2.0,1.0,,,,,,
1179,N2,187.715,Box Culvert,PATUA ADARSHAW BOX CULVERT,9.3,A,24.6140745760432,91.6500632007727,bridge,2.0,1.0,,,,,,
1180,N2,188.64,PC Girder Bridge,Aminnagar Bridge,30.0,B,24.6165611634751,91.6587526595744,bridge,2.0,1.0,,,,,,
1181,N2,189.984,RCC Girder Bridge,Gram Sherpur Bridge,16.75,A,24.6233028570786,91.6693503512359,bridge,2.0,1.0,,,,,,
1182,N2,190.384,Box Culvert,SHERPWR BOX CULVERT,4.0,A,24.6248020161764,91.6728787911764,bridge,2.0,1.0,,,,,,
1183,N2,191.19,Truss with RCC Slab,Sherpur Bridge,282.35,D,24.6288681188679,91.6784364069182,bridge,2.0,1.0,,,,,,
1184,N2,193.092,Truss with RCC Slab,Shadipur Bridge,159.85,D,24.6415227408637,91.6903787815061,bridge,2.0,1.0,,,,,,
1185,N2,194.173,PC Girder Bridge,KATEN BRIDGE,25.4,A,24.648407840904,91.6977646660419,bridge,2.0,1.0,,,,,,
1186,N2,195.516,Box Culvert,BAGUMPUR,2.0,A,24.656635385,91.70714688125,bridge,2.0,1.0,,,,,,
1187,N2,196.333,PC Girder Bridge,Firozpur Bridge,62.5,C,24.662780118644,91.7113457974576,bridge,2.0,1.0,,,,,,
1188,N2,197.284,RCC Girder Bridge,Onish Mill Bridge,22.0,A,24.6706609685434,91.7150836848225,bridge,2.0,1.0,,,,,,
1189,N2,198.215,Box Culvert,FASTAM BOX CUL,3.0,A,24.6772225292307,91.7206583672527,bridge,2.0,1.0,,,,,,
1190,N2,198.558,Steel Beam & RCC Slab,Narkila Bridge,24.7,A,24.6795501243161,91.7225590851063,bridge,2.0,1.0,,,,,,
1191,N2,198.883,Box Culvert,SASHARGAT BRIDGE,3.0,A,24.6822022946488,91.7236054080267,bridge,2.0,1.0,,,,,,
1192,N2,199.288,Steel Beam & RCC Slab,Brommon Gram Bridge,24.5,A,24.6859501977011,91.7242745666666,bridge,2.0,1.0,,,,,,
1193,N2,199.555,Box Culvert,BRAMMOR GRANON,3.0,A,24.6882736330578,91.7246218198347,bridge,2.0,1.0,,,,,,
1194,N2,200.162,Box Culvert,BRAMMOR GRAME BOX CULVERT,2.5,A,24.6935754,91.7258301636363,bridge,2.0,1.0,,,,,,
1195,N2,200.531,Box Culvert,BRAMMONGRAM BOX CULVERT,2.0,A,24.6967371740875,91.7268997967153,bridge,2.0,1.0,,,,,,
1196,N2,201.261,Box Culvert,GOYALA BAZAR,3.0,A,24.7027914109439,91.7295576326949,bridge,2.0,1.0,,,,,,
1197,N2,202.412,Box Culvert,GOYNAGAT BOXCULVERT,8.2,A,24.7097024171428,91.738036475238,bridge,2.0,1.0,,,,,,
1198,N2,204.534,Box Culvert,TAJPUR BAZAR BOX,3.0,A,24.7227593736585,91.7528962439024,bridge,2.0,0.0,,,,,,
1199,N2,205.618,Box Culvert,CHANDPUR BOX CULVERT,7.2,A,24.7285208517241,91.7615312862068,bridge,2.0,0.0,,,,,,
1200,N2,206.324,Box Culvert,SIMMANPUR BOX CULVERT,2.0,A,24.732333847826,91.7670452086956,bridge,2.0,0.0,,,,,,
1201,N2,206.778,Box Culvert,KASIKAPON BOX CULVERT,6.25,A,24.7351007684575,91.770308831889,bridge,2.0,0.0,,,,,,
1202,N2,208.023,Box Culvert,MOHAMMAD PUR CULVERT,2.0,A,24.74391392,91.7769755514285,bridge,2.0,0.0,,,,,,
1203,N2,209.092,Box Culvert,DAYA MIR BOX CULVERT,1.5,A,24.7526231378378,91.7814715783783,bridge,2.0,0.0,,,,,,
1204,N2,210.06,Box Culvert,DAYAMIR BOX CULVERT,2.0,A,24.7609523557863,91.783856277448,bridge,2.0,0.0,,,,,,
1205,N2,210.696,Box Culvert,SONARGOUR BOX CULVERT,1.5,A,24.7666903148672,91.7832041683185,bridge,2.0,0.0,,,,,,
1206,N2,210.966,Box Culvert,SOWEAGOAN BOX CULVERT,7.1,A,24.7690868044943,91.7829226220224,bridge,2.0,0.0,,,,,,
1207,N2,212.057,Box Culvert,FURRA BAZAR CULVERT,2.0,A,24.7788268613259,91.7839060475138,bridge,2.0,0.0,,,,,,
1208,N2,212.779,Box Culvert,KURRA BAZR BOX CULVERT,2.0,A,24.7850107866666,91.78514968,bridge,2.0,0.0,,,,,,
1209,N2,213.343,Box Culvert,KURRZ BAZAR BOX CULVERT,2.0,A,24.789298916129,91.7878536193548,bridge,2.0,0.0,,,,,,
1210,N2,213.668,Box Culvert,AHAMAD NAGAR CULVERT,2.0,A,24.7917960135922,91.7891350679611,bridge,2.0,0.0,,,,,,
1211,N2,214.179,Box Culvert,NAZIR BAZAR,12.4,C,24.7963586838095,91.7895549352381,bridge,2.0,0.0,,,,,,
1212,N2,215.225,Box Culvert,KUTUB PUR BOX CULVERT,2.5,A,24.8056164772946,91.7907001164251,bridge,2.0,0.0,,,,,,
1213,N2,215.486,Box Culvert,ROSID PUR,2.5,A,24.8077053683333,91.7913065666666,bridge,2.0,0.0,,,,,,
1214,N2,216.032,Box Culvert,ROSID PUR BOX CULVERT,18.6,A,24.8118056,91.7924163,bridge,2.0,0.0,,,,,,
1215,N2,218.661,Box Culvert,LALA BAZAR START,2.5,A,24.8267532138107,91.8130337410486,bridge,2.0,0.0,,,,,,
1216,N2,219.998,RCC Girder Bridge,Lala Bazar Bridge,12.0,B,24.836285,91.820322590909,bridge,2.0,0.0,,,,,,
1217,N2,220.476,Box Culvert,LALA BAZAR,2.0,A,24.8403764712074,91.821767695356,bridge,2.0,0.0,,,,,,
1218,N2,221.457,Box Culvert,LALA BAZAR,3.0,B,24.8484997,91.8255271,bridge,2.0,0.0,,,,,,
1219,N2,222.009,Box Culvert,LALA BAZAR,12.2,B,24.8515227408602,91.8295664935484,bridge,2.0,0.0,,,,,,
1220,N2,223.207,Box Culvert,KETLIL CULVERT,3.0,A,24.858334828421,91.8383490852631,bridge,2.0,0.0,,,,,,
1221,N2,223.512,Box Culvert,KETLI 2 CULVERT,3.0,A,24.8592015054545,91.8411284781818,bridge,2.0,0.0,,,,,,
1222,N2,224.112,PC Girder Bridge,Teli Bazar Bridge,40.8,A,24.86088336,91.84667744,bridge,2.0,0.0,,,,,,
1223,N2,224.705,Box Culvert,BALIADIKONE CULVERT,2.0,A,24.8634841801652,91.8518594495867,bridge,2.0,0.0,,,,,,
